source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
airports,YBLC,Australia,144,122.6,CTAF,120.6,MISC,121.85,MISC,303206S,1392013E,,Balcanoona Airport,South Australia,,small_airport
airports,YBLD,Australia,,120.7,CTAF,134.4,MISC,,,314923S,1164757E,,Brooklands Airport,Western Australia,,small_airport
airports,YBLE,Australia,643,,,,,,,241914S,1503034E,,Biloela Airport,Queensland,,small_airport
airports,YBLG,Australia,,119.5,CTAF,132.1,MISC,,,285854S,1405127E,,Bollards Lagoon Airport,South Australia,,small_airport
airports,YBLH,Australia,,118.8,CTAF,120.6,MISC,,,270040S,1425729E,,Bellalie Airport,Queensland,,small_airport
airports,YBLI,Australia,4042,,,,,,,301950S,1522729E,,Bald Hills Airport,New South Wales,,small_airport
airports,YBLL,Australia,182,124.8,CTAF,120.6,MISC,122.1,MISC,280304S,1472854E,,Bollon Airport,Queensland,,small_airport
airports,YBLM,Australia,1991,121.2,CTAF,132.1,MISC,,,310706S,1384333E,,Blinman Airport,South Australia,,small_airport
airports,YBLN,Australia,55,126.7,CTAF,124.9,FSS,,,334118S,1152405E,,Busselton Margaret River Regional Airport,Western Australia,,small_airport
airports,YBLO,Australia,2133,,,,,,,342127S,1500959E,,Bullio Airport,New South Wales,,small_airport
airports,YBLT,Australia,1433,126,CTAF,126.8,FSS,,,373042S,1434727E,,Ballarat Airport,Victoria,,small_airport
airports,YBLU,Australia,1555,118.4,CTAF,132.1,MISC,,,273644S,1203539E,,Bellevue Airport,Western Australia,,small_airport
airports,YBMA,Australia,1121,126.5,CTAF,122.4,FSS,,,203950S,1392920E,,Mount Isa Airport,Queensland,,medium_airport
airports,YBMD,Australia,,122.3,CTAF,120.6,MISC,122.1,MISC,155224S,1451948E,,Bloomfield River Airport,Queensland,,small_airport
airports,YBMG,Australia,10,,,,,,,362535S,1500434E,,Bermagui - Dickinson Oval HLS,New South Wales,,heliport
airports,YBMI,Australia,618,123.9,CTAF,120.6,MISC,122.1,MISC,284342S,1493542E,,Boomi Airport,New South Wales,,small_airport
airports,YBMK,Australia,19,112.7,ATIS,124.5,CTAF,135.5,FSS,211014S,1491057E,,Mackay Airport,Queensland,,medium_airport
airports,YBMM,Australia,,126.8,CTAF,120.3,MISC,,,361500S,1443758E,,Bamawm Airport,Victoria,,small_airport
airports,YBMR,Australia,,122.1,CTAF,132.1,MISC,,,341404S,1402836E,,Barmera Airport,South Australia,,small_airport
airports,YBMY,Australia,215,122.6,CTAF,132.1,MISC,,,143112S,1325258E,,Bamyili Airport,Northern Territory,,small_airport
airports,YBNA,Australia,7,124.2,CTAF,120.3,FSS,,,284959S,1533341E,,Ballina Byron Gateway Airport,New South Wales,,medium_airport
airports,YBNC,Australia,,118.4,CTAF,132.1,MISC,,,214759S,1450458E,,Bannockburn Airport,Queensland,,small_airport
airports,YBND,Australia,1194,,,,,,,341027S,1482818E,,Bendick Murrell Airstrip,New South Wales,,small_airport
airports,YBNM,Australia,,134.4,CTAF,132.1,MISC,,,175507S,1365351E,,Benmara Airport,Northern Territory,,small_airport
airports,YBNR,Australia,1466,,,,,,,185344S,1285630E,,Browns Range Airport,Western Australia,,small_airport
airports,YBNS,Australia,165,126.7,CTAF,124,FSS,,,375315S,1473409E,,Bairnsdale Airport,Victoria,,medium_airport
airports,YBNY,Australia,,122.1,CTAF,119.6,MISC,123.9,MISC,185210S,1342941E,,Brunchilly Airport,Northern Territory,,small_airport
airports,YBOA,Australia,318,122.75,CTAF,119.5,Brisbane Centre,,,280102S,1524035E,,Boonah Airport,Queensland,,small_airport
airports,YBOC,Australia,418,123.4,CTAF,132.1,MISC,,,325323S,1382158E,,Booleroo Centre Airport,South Australia,,small_airport
airports,YBOD,Australia,,118.8,CTAF,120.6,MISC,122.1,MISC,261759S,1432258E,,Bodalla Airport,Queensland,,small_airport
airports,YBOG,Australia,,127.1,CTAF,120.6,MISC,122.1,MISC,304300S,1500300E,,Boggabri Airport,New South Wales,,small_airport
airports,YBOI,Australia,23,127.1,CTAF,120.6,MISC,122.1,MISC,091358S,1421304E,,Boigu Island Airport,Queensland,,small_airport
airports,YBOK,Australia,1335,112.9,ATIS,127.65,CTAF,125.4,APP,272433S,1514412E,,Oakey Army Aviation Centre,Queensland,,medium_airport
airports,YBOM,Australia,2415,118.8,CTAF,120.6,MISC,122.1,MISC,365417S,1491055E,,Bombala Airport,New South Wales,,small_airport
airports,YBOP,Australia,,120.021,CTAF,134.4,MISC,,,335400S,1162801E,,Boyup Brook Airport,Western Australia,,small_airport
airports,YBOR,Australia,265,126.7,CTAF,135.45,ML CEN,,,361605S,1404319E,,Bordertown Airport,South Australia,,small_airport
airports,YBOT,Australia,,124.8,CTAF,120.6,MISC,122.1,MISC,271609S,1465406E,,Boatman Airport,Queensland,,small_airport
airports,YBOU,Australia,542,126.7,CTAF,122.4,FSS,,,225447S,1395359E,,Boulia Airport,Queensland,,medium_airport
airports,YBOV,Australia,308,,,,,,,313821S,1290043E,,Border Village Airport,South Australia,,small_airport
airports,YBOW,Australia,4275,,,,,,,412239S,1472459E,,Mount Barrow Helicopter Landing Site,Tasmania,,heliport
airports,YBOY,Australia,,123.4,CTAF,132.1,MISC,,,274500S,1195400E,,Booylgoo Springs Airport,Western Australia,,small_airport
airports,YBPI,Australia,11,135.5,CTAF,,,,,204816S,1491647E,,Brampton Island Airport,Queensland,,small_airport
airports,YBPK,Australia,10,,,,,,,374920S,1445724E,,"Melbourne Heliport, Batman Park",Victoria,,heliport
airports,YBPN,Australia,82,126.7,CTAF,135.5,FSS,,,202939S,1483312E,,Proserpine Whitsunday Coast Airport,Queensland,,medium_airport
airports,YBRA,Australia,2200,122.5,CTAF,123.4,MISC,125.2,MISC,365800S,1474156E,,Benambra Airport,Victoria,,small_airport
airports,YBRC,Australia,,,,,,,,213231S,1335219E,,Barrow Creek Airport,Northern Territory,,small_airport
airports,YBRJ,Australia,547,127.1,CTAF,115.8,MISC,119.6,MISC,300932S,1485828E,,Burren Junction Airport,New South Wales,,small_airport
airports,YBRK,Australia,34,116.9,ATIS,118.1,CTAF,119.55,FSS,232248S,1502831E,,Rockhampton Airport,Queensland,,medium_airport
airports,YBRL,Australia,55,126.7,CTAF,128.5,FSS,,,160431S,1361807E,,Borroloola Airport,Northern Territory,,small_airport
airports,YBRM,Australia,56,126.55,ATIS,126,CTAF,123.9,FSS,175655S,1221338E,,Broome International Airport,Western Australia,,medium_airport
airports,YBRN,Australia,210,126.7,CTAF,118.6,FSS,,,343729S,1433437E,,Balranald Airport,New South Wales,,medium_airport
airports,YBRO,Australia,,,,,,,,315314S,1180654E,,Bruce Rock Airport,Western Australia,,small_airport
airports,YBRS,Australia,50,119,CTAF,133.75,Avalon Approach,120,Melbourne Centre,381522S,1442540E,,Barwon Heads Airport,Victoria,,small_airport
airports,YBRU,Australia,700,122.1,CTAF,119.6,MISC,123.9,MISC,183814S,1355618E,,Brunette Downs Airport,Northern Territory,,small_airport
airports,YBRW,Australia,414,126.7,CTAF,120,FSS,,,295832S,1464851E,,Brewarrina Airport,New South Wales,,medium_airport
airports,YBRY,Australia,2082,126.7,CTAF,123.4,FSS,,,224026S,1190957E,,Barimunya Airport,Western Australia,,small_airport
airports,YBSG,Australia,145,126.7,CTAF,122.1,FSS,,,123726S,1420513E,,RAAF Base Scherger,Queensland,,small_airport
airports,YBSP,Australia,,119.8,CTAF,132.1,MISC,,,233100S,1335058E,,Bond Springs Airport,Northern Territory,,small_airport
airports,YBSR,Australia,,120.5,CTAF,121.85,MISC,132.1,MISC,255912S,1281716E,,Blackstone Airport,Western Australia,,small_airport
airports,YBSS,Australia,520,132.25,CTAF,135.7,FIA,116.1,MISC,374359S,1442518E,,Bacchus Marsh Airport,Victoria,,small_airport
airports,YBSU,Australia,15,114.2,ATIS,124.4,CTAF,129,FSS,263535S,1530459E,,Sunshine Coast Airport,Queensland,,medium_airport
airports,YBTH,Australia,2435,127.35,CTAF,135.25,FSS,,,332424S,1493904E,,Bathurst Airport,New South Wales,,medium_airport
airports,YBTI,Australia,67,126.7,CTAF,118.15,FSS,,,114553S,1303656E,,Bathurst Island Airport,Northern Territory,,medium_airport
airports,YBTK,Australia,45,,,,,,,170512S,1393356E,,Bentinck Island Airport,Queensland,,small_airport
airports,YBTL,Australia,18,133.5,ATIS,118.3,CTAF,126.8,A/D,191510S,1464559E,,Townsville Airport / RAAF Base Townsville,Queensland,,medium_airport
airports,YBTN,Australia,,120.1,CTAF,122.4,MISC,132.1,MISC,303128S,1324030E,,Barton Siding Airport,South Australia,,small_airport
airports,YBTR,Australia,657,126.7,CTAF,122.3,FSS,,,233611S,1484825E,,Blackwater Airport,Queensland,,medium_airport
airports,YBTS,Australia,,119.4,CTAF,120.6,MISC,,,192559S,1455100E,,Battery Downs Airport,Queensland,,small_airport
airports,YBTT,Australia,577,120,CTAF,115.8,MISC,119.6,MISC,312235S,1473624E,,Buttabone Airport,New South Wales,,small_airport
airports,YBTV,Australia,,122.1,CTAF,126.8,MISC,,,123933S,1424030E,,Batavia Downs Airport,Queensland,,small_airport
airports,YBUA,Australia,,,,,,,,215800S,1483158E,,Bundarra Airport,Queensland,,small_airport
airports,YBUD,Australia,107,126.9,CTAF,124.1,FSS,,,245418S,1521921E,,Bundaberg Airport,Queensland,,medium_airport
airports,YBUG,Australia,,118.4,CTAF,119.6,MISC,123.9,MISC,283000S,1194358E,,Bulga Downs Station Airport,Western Australia,,small_airport
airports,YBUI,Australia,248,126.7,CTAF,115.8,MISC,119.6,MISC,410249S,1455249E,,Northwest Regional Hospital Helipad,Tasmania,,heliport
airports,YBUL,Australia,,118.4,CTAF,119.6,MISC,123.9,MISC,301104S,1345418E,,Bulgunnia Airport,South Australia,,small_airport
airports,YBUN,Australia,53,126.7,CTAF,124.9,FSS,,,332241S,1154037E,,Bunbury Airport,Western Australia,,small_airport
airports,YBUP,Australia,,120,CTAF,119.6,MISC,124.1,MISC,380100S,1454500E,,Bunyip Airport,Victoria,,small_airport
airports,YBUT,Australia,1389,,,,,,,314552S,1492527E,,Butheroo Station Airport,New South Wales,,small_airport
airports,YBUU,Australia,,,,,,,,173240S,1281827E,,Bungle Heliport,Western Australia,,heliport
airports,YBUX,Australia,,120.15,CTAF,114.2,MISC,119.6,MISC,173859S,1434800E,,Bulleringa Airport,Queensland,,small_airport
airports,YBUY,Australia,2540,122.7,Gliding Frequenc,,,,,360803S,1490755E,,Bunyan Airfield,New South Wales,,small_airport
airports,YBVA,Australia,,122.423,CTAF,120.6,MISC,121.85,MISC,340527S,1382023E,,Balaklava Airport,South Australia,,small_airport
airports,YBVL,Australia,,127.1,CTAF,120.6,MISC,122.1,MISC,313511S,1501028E,,Blackville Airport,New South Wales,,small_airport
airports,YBVY,Australia,,122.4,CTAF,119.6,MISC,123.9,MISC,152800S,1294601E,,Bullo River Valley Airport,Northern Territory,,small_airport
airports,YBWG,Australia,1645,126.5,CTAF,118.95,FSS,,,272156S,1210209E,,Bronzewing Airport,Western Australia,,small_airport
airports,YBWI,Australia,,120,CTAF,119.6,MISC,124.1,MISC,203544S,1470543E,,Burdekin Falls Dam Airport,Queensland,,small_airport
airports,YBWM,Australia,470,122.1,CTAF,114.2,MISC,119.6,MISC,165250S,1432844E,,Bulimba Airport,Queensland,,small_airport
airports,YBWN,Australia,8,126.7,CTAF,120.2,MISC,135.5,MISC,200104S,1481254E,,Bowen Airport,Queensland,,small_airport
airports,YBWO,Australia,768,,,,,,,222750S,1445952E,,Bowen Downs Airport,Queensland,,small_airport
airports,YBWP,Australia,63,126.7,CTAF,122.1,RDO,,,124038S,1415521E,,Weipa Airport,Queensland,,medium_airport
airports,YBWR,Australia,,120.15,CTAF,120.6,MISC,122.1,MISC,172317S,1441008E,,Bolwarra Airport,Queensland,,small_airport
airports,YBWS,Australia,10,,,,,,,140638S,1233258E,,Browse Island Heliport,Western Australia,,heliport
airports,YBWT,Australia,,125.7,CTAF,120.2,MISC,135.5,MISC,180459S,1381629E,,Bowthorn Airport,Queensland,,small_airport
airports,YBWW,Australia,1509,,,,,,,273329S,1514736E,,Toowoomba Wellcamp Airport,Queensland,,medium_airport
airports,YBWX,Australia,26,120.1,CTAF,122.4,FSS,,,205151S,1152421E,,Barrow Island Airport,Western Australia,,small_airport
airports,YBXH,Australia,,125.8,CTAF,120.2,MISC,135.5,MISC,375202S,1414207E,,Branxholme Airport,Victoria,,small_airport
airports,YBYA,Australia,,122.6,CTAF,119.6,MISC,123.9,MISC,253159S,1184358E,,Bryah Airport,Western Australia,,small_airport
airports,YBYD,Australia,,123.4,CTAF,132.1,MISC,,,221600S,1195258E,,Bonney Downs Station Airport,Western Australia,,small_airport
airports,YBYI,Australia,,125.55,CTAF,114.2,MISC,119.6,MISC,431403S,1472248E,,Bruny Island Airport,Tasmania,,small_airport
airports,YBYL,Australia,422,,,,,,,291305S,1523657E,,Baryulgil Airstrip,New South Wales,,small_airport
airports,YBYO,Australia,,,,,,,,271346S,1513654E,,Brymaroo Airfield,Queensland,,heliport
airports,YBYR,Australia,480,120,CTAF,115.8,MISC,119.6,MISC,303929S,1462340E,,Byrock Airport,New South Wales,,small_airport
airports,YBYS,Australia,385,122.1,CTAF,132.1,MISC,,,164357S,1252620E,,Beverley Springs Airport,Western Australia,,small_airport
airports,YBYW,Australia,,124.8,CTAF,120.6,MISC,,,252700S,1453458E,,Bayswater Airport,Queensland,,small_airport
airports,YCAB,Australia,12,125.85,CTAF,125.7,MISC,,,270433S,1525914E,,Caboolture Airport,Queensland,,small_airport
airports,YCAC,Australia,,118.1,CTAF,113,MISC,119.6,MISC,173625S,1313256E,,Cattle Creek Airport,Northern Territory,,small_airport
airports,YCAE,Australia,710,126.5,CTAF,120.6,MISC,124.55,MISC,415802S,1473149E,,Campbell Town Airport,Tasmania,,small_airport
airports,YCAG,Australia,87,134.2,CTAF,112.5,MISC,,,321649S,1252840E,,Caiguna Airport,Western Australia,,small_airport
airports,YCAH,Australia,504,126.7,CTAF,121.2,MISC,123.9,MISC,314625S,1493655E,,Coolah Airport,New South Wales,,small_airport
airports,YCAI,Australia,,122.1,CTAF,120.7,MISC,,,300713S,1203416E,,Callion Airport,Western Australia,,small_airport
airports,YCAJ,Australia,,126.7,CTAF,120,MISC,125.1,MISC,184200S,1255400E,,Cadjebut Airport,Western Australia,,small_airport
airports,YCAL,Australia,,126.8,CTAF,120.3,MISC,122.3,MISC,370759S,1441001E,,Castlemaine Airport,Victoria,,small_airport
airports,YCAM,Australia,,120,CTAF,116.7,MISC,125.9,MISC,215230S,1405359E,,Cannington Station Airport,Queensland,,small_airport
airports,YCAN,Australia,61,124.1,CTAF,120.7,MISC,,,122117S,1325641E,,Cannon Hill Community Airport,Northern Territory,,small_airport
airports,YCAR,Australia,13,126.7,CTAF,122.1,FSS,,,245248S,1134014E,,Carnarvon Airport,Western Australia,,medium_airport
airports,YCAS,Australia,86,124.2,CTAF,120.3,FSS,,,285252S,1530338E,,Casino Airport,New South Wales,,small_airport
airports,YCBA,Australia,724,126.7,CTAF,124.9,FSS,,,313217S,1454738E,,Cobar Airport,New South Wales,,medium_airport
airports,YCBB,Australia,2117,126.7,CTAF,127.1,FSS,,,311956S,1491601E,,Coonabarabran Airport,New South Wales,,medium_airport
airports,YCBE,Australia,,,,,,,,192845S,1405537E,,Canobie Airport,Queensland,,small_airport
airports,YCBG,Australia,67,128.45,ATIS,118.1,CTAF,125.55,FSS,424938S,1472842E,,Cambridge Aerodrome,Tasmania,,small_airport
airports,YCBH,Australia,10,,,,,,,165441S,1454608E,,Cairns Base Hospital Heliport.,Queensland,,heliport
airports,YCBN,Australia,154,126.5,CTAF,116.7,MISC,125.9,MISC,402325S,1480100E,,Cape Barren Island Airport,Tasmania,,small_airport
airports,YCBO,Australia,,,,,,,,354524S,1363552E,,Cape Borda Airport,South Australia,,small_airport
airports,YCBP,Australia,740,126.7,CTAF,120.7,FSS,,,290217S,1344319E,,Coober Pedy Airport,South Australia,,medium_airport
airports,YCBR,Australia,152,120.5,CTAF,123,MISC,125.8,MISC,293123S,1483441E,,Collarenebri Airport,New South Wales,,small_airport
airports,YCBY,Australia,,121.2,CTAF,119.5,MISC,,,161309S,1452529E,,Daintree Airport,Queensland,,small_airport
airports,YCCA,Australia,1028,126.7,CTAF,123.9,FSS,,,264619S,1503703E,,Chinchilla Airport,Queensland,,medium_airport
airports,YCCF,Australia,,124.1,CTAF,120.7,MISC,,,164115S,1354348E,,Cape Crawford Airport,Northern Territory,,small_airport
airports,YCCK,Australia,,124.1,CTAF,120.7,MISC,,,203902S,1353506E,,Canteen Creek Airport,Northern Territory,,small_airport
airports,YCCT,Australia,3,126.7,CTAF,122.2,MISC,125.8,MISC,100300S,1430412E,,Coconut Island Airport,Queensland,,small_airport
airports,YCCY,Australia,616,126.7,CTAF,122.4,FSS,,,204006S,1403014E,,Cloncurry Airport,Queensland,,medium_airport
airports,YCDB,Australia,,122.1,CTAF,124.1,MISC,,,310312S,1355151E,,Coondambo Airport,South Australia,,small_airport
airports,YCDE,Australia,460,126.7,CTAF,122.2,MISC,125.8,MISC,381924S,1430323E,,Cobden airport,Victoria,,small_airport
airports,YCDH,Australia,287,126.7,CTAF,120.7,MISC,,,275426S,1340322E,,Cadney Homestead Airport,South Australia,,small_airport
airports,YCDL,Australia,,124.1,CTAF,119.5,MISC,,,413438S,1455628E,,Cradle Mountain Helipad,Tasmania,,heliport
airports,YCDO,Australia,650,126.7,CTAF,126,FSS,,,330356S,1471247E,,Condobolin Airport,New South Wales,,small_airport
airports,YCDR,Australia,12,127.85,CTAF,119.6,MISC,125.7,MISC,264812S,1530617E,,Caloundra Airport,Queensland,,small_airport
airports,YCDS,Australia,,124.1,CTAF,119.4,MISC,125.3,MISC,251511S,1522007E,,Childers Airport,Queensland,,small_airport
airports,YCDT,Australia,,122.4,CTAF,116.7,MISC,125.9,MISC,215800S,1383701E,,Carandotta Airport,Queensland,,small_airport
airports,YCDU,Australia,77,126.7,CTAF,122.1,FSS,,,320750S,1334236E,,Ceduna Airport,South Australia,,medium_airport
airports,YCDV,Australia,,124.8,CTAF,125,MISC,,,250629S,1464958E,,Caldervale Station Airport,Queensland,,small_airport
airports,YCEE,Australia,589,126.7,CTAF,125.9,FSS,,,334234S,1363018E,,Cleve Airport,South Australia,,medium_airport
airports,YCEL,Australia,826,,,,,,,230542S,1480022E,,Capella Airport,Queensland,,small_airport
airports,YCEM,Australia,76,125.8,CTAF,,,,,374339S,1452430E,,Coldstream Airport,Victoria,,small_airport
airports,YCES,Australia,,119.6,CTAF,120.3,MISC,122.3,MISC,380853S,1441528E,,Ceres Airport,Victoria,,small_airport
airports,YCFD,Australia,,134.2,CTAF,120.7,MISC,,,170118S,1311937E,,Camfield Airport,Northern Territory,,small_airport
airports,YCFH,Australia,105,126.7,CTAF,122.8,MISC,125.9,MISC,270105S,1385331E,,Clifton Hills Airport,South Australia,,small_airport
airports,YCFL,Australia,3609,118.2,CTAF,116.7,MISC,125.9,MISC,145814S,1451842E,,Cape Flattery Airport,Queensland,,small_airport
airports,YCFN,Australia,1450,121.2,CTAF,126.7,Multicom,,,275539S,1515053E,,Clifton Airport,Queensland,,small_airport
airports,YCFS,Australia,18,117,ATIS,118.2,CTAF,122.6,FSS,301914S,1530657E,,Coffs Harbour Airport,New South Wales,,medium_airport
airports,YCGH,Australia,,,,,,,,200759S,1404058E,,Clonagh Airport,Queensland,,small_airport
airports,YCGI,Australia,,130.9,CTAF,113,MISC,119.6,MISC,254750S,1225631E,,Carnegie Station Airport,Western Australia,,small_airport
airports,YCGL,Australia,1302,,,,,,,244107S,1470925E,,Cungelella Airport,Queensland,,small_airport
airports,YCGO,Australia,1110,126.7,CTAF,120.15,FSS,,,170818S,1443142E,,Chillagoe Airport,Queensland,,small_airport
airports,YCHB,Australia,2228,121.2,CTAF,119.4,MISC,125.3,MISC,282548S,1520520E,,Cherrabah Airport,Queensland,,small_airport
airports,YCHI,Australia,30,,,,,,,131715S,1362117E,,Cape Shield (Djarrakpi) Airport,Northern Territory,,small_airport
airports,YCHK,Australia,1462,,,,,,,222115S,1193833E,,Christmas Creek Airport,Western Australia,,small_airport
airports,YCHL,Australia,458,125.8,CTAF,114.3,MISC,119.6,MISC,361500S,1431800E,,Charlton Airport,Victoria,,small_airport
